Split,Model Name,True Value,Predicted Value
1,madlag_bert-large-uncased-wwm-squadv2-x2.63-f82.6-d16-hybrid-v1.csv,0.64,0.6612521834920972
1,mirbostani_bert-base-uncased-finetuned-newsqa.csv,0.91,0.2871749862760503
1,neuralmagic_bert-large-uncased-finetuned-squadv1.csv,0.86,0.6898454561853881
1,mrm8488_bert-mini-finetuned-squadv2.csv,0.91,0.5095719639819776
1,madlag_bert-base-uncased-squadv1-x2.01-f89.2-d30-hybrid-rewind-opt-v1.csv,0.69,0.5005676453951589
1,Adel-Elwan_msmarco-bert-base-dot-v5-fine-tuned-AI.csv,0.9,0.8260850110878072
1,deutsche-telekom_bert-multi-english-german-squad2.csv,0.96,0.7810450716228423
1,DracolIA_BERT-Context-based-QA.csv,0.92,0.4504609933895234
1,JAlexis_bert_v2.csv,0.93,0.7230794399891947
1,96harsh56_bert_test1.csv,0.88,0.3294021892865866
1,VMware_bert-large-mrqa.csv,0.92,0.3833280518883029
1,rubentito_bert-large-mpdocvqa.csv,0.04,0.586792331791996
1,madlag_bert-base-uncased-squad1.1-block-sparse-0.13-v1.csv,0.81,1.0393806333876507
1,madlag_bert-base-uncased-squad1.1-block-sparse-0.32-v1.csv,0.95,0.9365848748401481
1,VMware_bert-tiny-mrqa.csv,0.65,0.5494080687868667
2,philsupertramp_bert-finetuned-squad-test.csv,0.42,0.9936389593633703
2,madlag_bert-large-uncased-wwm-squadv2-x2.63-f82.6-d16-hybrid-v1.csv,0.64,0.6618948430912597
2,Eladio_bert-base-cased-squad2-finetuned-emrqa-msquad.csv,0.64,0.41299503439237806
2,VMware_bert-base-mrqa.csv,0.42,0.7781649845873722
2,mirbostani_bert-base-uncased-finetuned-newsqa.csv,0.91,0.2898639900787912
2,JAlexis_bert003.csv,0.87,0.6904867863219561
2,andi611_bert-large-uncased-whole-word-masking-squad2-with-ner-mit-movie-with-neg-with-repeat.csv,0.89,0.32215820934365874
2,madlag_bert-base-uncased-squadv1-x1.84-f88.7-d36-hybrid-filled-v1.csv,0.31,0.6035066599611116
2,neuralmagic_bert-large-uncased-finetuned-squadv1.csv,0.86,0.7152389793717999
2,madlag_bert-base-uncased-squad1.1-block-sparse-0.13-v1.csv,0.81,1.0508195572307424
2,google-bert_bert-large-cased-whole-word-masking-finetuned-squad.csv,0.89,0.7861368326540473
2,lauraparra28_bert-base-cased-finetuned-squad-bs_16.csv,0.93,0.7957809784161214
2,andi611_bert-large-uncased-whole-word-masking-squad2-with-ner-Pistherea-conll2003-with-neg-with-repeat.csv,0.48,0.673677220513275
2,madlag_bert-base-uncased-squadv1-x1.96-f88.3-d27-hybrid-filled-opt-v1.csv,0.89,0.4173097418189386
2,madlag_bert-base-uncased-squadv1-x2.44-f87.7-d26-hybrid-filled-v1.csv,0.06,0.4422903799094515
3,JAlexis_bert003.csv,0.87,0.633803074922602
3,deepset_bert-large-uncased-whole-word-masking-squad2.csv,0.93,0.8165013912553403
3,rubentito_bert-large-mpdocvqa.csv,0.04,0.5522988673136571
3,VenkatManda_bert-tiny-squadV2.csv,0.91,0.31836177017526746
3,madlag_bert-base-uncased-squadv1-x1.96-f88.3-d27-hybrid-filled-opt-v1.csv,0.89,0.4191402115282863
3,VMware_minilmv2-l6-h384-from-bert-large-mrqa.csv,0.88,0.6915013703536689
3,96harsh56_bert_test1.csv,0.88,0.38505890700932977
3,DunnBC22_bert-base-uncased-QnA-MLQA_Dataset.csv,0.43,0.4943043444916264
3,DunnBC22_bert-base-uncased-Q_and_A-Answer_Prediction_Dataset.csv,0.89,0.6660244828114359
3,madlag_bert-base-uncased-squadv1-x1.84-f88.7-d36-hybrid-filled-v1.csv,0.31,0.6103288641281721
3,IProject-10_bert-base-uncased-finetuned-squad2.csv,0.93,0.9165320756531843
3,zelcakok_bert-base-squad2-uncased.csv,0.9,0.8729032400897666
3,google-bert_bert-large-uncased-whole-word-masking-finetuned-squad.csv,0.93,0.8359209763819955
3,DunnBC22_bert-base-uncased-Vitamin_C_Fact_Verification.csv,0.8,0.8331936563083711
3,deepset_bert-medium-squad2-distilled.csv,0.87,0.6346507572830431
4,JAlexis_bert_v2.csv,0.93,0.7651703254270918
4,deepset_bert-base-uncased-squad2.csv,0.91,0.8055572256711098
4,andi611_bert-large-uncased-whole-word-masking-squad2-with-ner-Pwhatisthe-conll2003-with-neg-with-repeat.csv,0.85,0.7055220522879195
4,madlag_bert-base-uncased-squadv1-x1.96-f88.3-d27-hybrid-filled-opt-v1.csv,0.89,0.4549664263590729
4,mrm8488_bert-tiny-finetuned-squadv2.csv,0.4,0.9261444703896426
4,mrm8488_bert-medium-finetuned-squadv2.csv,0.84,0.6079916957265661
4,madlag_bert-base-uncased-squad1.1-block-sparse-0.13-v1.csv,0.81,1.124345077743398
4,neuralmagic_bert-large-uncased-finetuned-squadv1.csv,0.86,0.6508886712078129
4,mirbostani_bert-base-uncased-finetuned-newsqa.csv,0.91,0.2445344673173327
4,philsupertramp_bert-finetuned-squad-test.csv,0.42,0.94031382424436
4,VMware_minilmv2-l6-h384-from-bert-large-mrqa.csv,0.88,0.6835659403425657
4,DracolIA_BERT-Context-based-QA.csv,0.92,0.6446403400400116
4,batterydata_bert-base-uncased-squad-v1.csv,0.89,0.9765324297966065
4,Sarmila_pubmed-bert-squad-covidqa.csv,0.16,0.7283005309644115
4,phiyodr_bert-large-finetuned-squad2.csv,0.9,0.6072171902564277
5,DunnBC22_bert-base-uncased-e_CARE.csv,0.82,0.28663064193842447
5,96harsh56_bert_test2.csv,0.15,0.7647249136259399
5,philsupertramp_bert-finetuned-squad-test.csv,0.42,0.945455114127108
5,Intel_bert-base-uncased-squadv1.1-sparse-80-1x4-block-pruneofa.csv,0.97,0.42636766213088745
5,madlag_bert-large-uncased-wwm-squadv2-x2.63-f82.6-d16-hybrid-v1.csv,0.64,0.682508730970458
5,phiyodr_bert-large-finetuned-squad2.csv,0.9,0.739051565479032
5,batterydata_bert-base-cased-squad-v1.csv,0.87,0.5969641104669533
5,madlag_bert-base-uncased-squadv1-x1.96-f88.3-d27-hybrid-filled-opt-v1.csv,0.89,0.43951877650660925
5,andi611_bert-large-uncased-whole-word-masking-squad2-with-ner-Pistherea-conll2003-with-neg-with-repeat.csv,0.48,0.7083406898491409
5,Adel-Elwan_msmarco-bert-base-dot-v5-fine-tuned-AI.csv,0.9,0.6309356396232888
5,deepset_bert-base-cased-squad2.csv,0.91,0.6483627828897895
5,madlag_bert-base-uncased-squad1.1-block-sparse-0.07-v1.csv,0.81,0.81887267908348
5,madlag_bert-base-uncased-squadv1-x2.44-f87.7-d26-hybrid-filled-v1.csv,0.06,0.4165280922161824
5,z-uo_bert-qasper.csv,0.89,0.8955917742068051
5,DunnBC22_bert-base-uncased-QnA-MLQA_Dataset.csv,0.43,0.7753103071050649
6,VMware_bert-large-mrqa.csv,0.92,0.7181218238769085
6,96harsh56_bert_test1.csv,0.88,0.7871450378466444
6,96harsh56_bert_test2.csv,0.15,0.7883409733388864
6,deepset_bert-medium-squad2-distilled.csv,0.87,0.5793255697121793
6,Intel_bert-large-uncased-squadv1.1-sparse-80-1x4-block-pruneofa.csv,0.03,0.5470679780647023
6,madlag_bert-base-uncased-squad1.1-block-sparse-0.20-v1.csv,0.9,0.9490663911765859
6,Adel-Elwan_msmarco-bert-base-dot-v5-fine-tuned-AI.csv,0.9,0.7753934825985593
6,z-uo_bert-qasper.csv,0.89,0.9788394355695609
6,Eladio_bert-base-cased-squad2-finetuned-emrqa-msquad.csv,0.64,0.48689135891215496
6,madlag_bert-base-uncased-squadv1-x1.16-f88.1-d8-unstruct-v1.csv,0.86,0.5855217859369723
6,DunnBC22_bert-base-uncased-e_CARE.csv,0.82,0.18689767387404488
