Split,Model Name,True Value,Predicted Value
1,madlag_bert-large-uncased-wwm-squadv2-x2.63-f82.6-d16-hybrid-v1.csv,0.78,0.6149738448607863
1,mirbostani_bert-base-uncased-finetuned-newsqa.csv,0.89,0.24199091899735178
1,neuralmagic_bert-large-uncased-finetuned-squadv1.csv,0.9,0.5418031245643156
1,mrm8488_bert-mini-finetuned-squadv2.csv,0.9,0.524849848366318
1,madlag_bert-base-uncased-squadv1-x2.01-f89.2-d30-hybrid-rewind-opt-v1.csv,0.8,0.7375385290215987
1,Adel-Elwan_msmarco-bert-base-dot-v5-fine-tuned-AI.csv,0.81,0.7814593876330221
1,deutsche-telekom_bert-multi-english-german-squad2.csv,0.97,0.8607518442167159
1,DracolIA_BERT-Context-based-QA.csv,0.87,0.6614629435266219
1,JAlexis_bert_v2.csv,0.82,0.8479685377330634
1,96harsh56_bert_test1.csv,0.83,0.7724013173047899
1,VMware_bert-large-mrqa.csv,0.89,0.4630395919460085
1,rubentito_bert-large-mpdocvqa.csv,0.1,0.47871731942683465
1,madlag_bert-base-uncased-squad1.1-block-sparse-0.13-v1.csv,0.81,0.9394375110729365
1,madlag_bert-base-uncased-squad1.1-block-sparse-0.32-v1.csv,0.83,0.838924645262816
1,VMware_bert-tiny-mrqa.csv,0.75,0.6424486903337866
2,philsupertramp_bert-finetuned-squad-test.csv,0.47,0.9406467638317353
2,madlag_bert-large-uncased-wwm-squadv2-x2.63-f82.6-d16-hybrid-v1.csv,0.78,0.6113663281237424
2,Eladio_bert-base-cased-squad2-finetuned-emrqa-msquad.csv,0.84,0.4983483917099962
2,VMware_bert-base-mrqa.csv,0.75,0.7860339427829003
2,mirbostani_bert-base-uncased-finetuned-newsqa.csv,0.89,0.25381526981038344
2,JAlexis_bert003.csv,0.84,0.7008483330264248
2,andi611_bert-large-uncased-whole-word-masking-squad2-with-ner-mit-movie-with-neg-with-repeat.csv,0.85,0.4808003775350953
2,madlag_bert-base-uncased-squadv1-x1.84-f88.7-d36-hybrid-filled-v1.csv,0.37,0.7878267216143542
2,neuralmagic_bert-large-uncased-finetuned-squadv1.csv,0.9,0.5447707399173831
2,madlag_bert-base-uncased-squad1.1-block-sparse-0.13-v1.csv,0.81,1.0052072363178681
2,google-bert_bert-large-cased-whole-word-masking-finetuned-squad.csv,0.89,0.8472088949606373
2,lauraparra28_bert-base-cased-finetuned-squad-bs_16.csv,0.84,0.7759242268576394
2,andi611_bert-large-uncased-whole-word-masking-squad2-with-ner-Pistherea-conll2003-with-neg-with-repeat.csv,0.88,0.6627392403741799
2,madlag_bert-base-uncased-squadv1-x1.96-f88.3-d27-hybrid-filled-opt-v1.csv,0.82,0.4581946997572347
