Split,Model Name,True Value,Predicted Value
1,madlag_bert-large-uncased-wwm-squadv2-x2.63-f82.6-d16-hybrid-v1.csv,0.14,-0.03565722103866943
1,mirbostani_bert-base-uncased-finetuned-newsqa.csv,-0.02,-0.026237746031595
1,neuralmagic_bert-large-uncased-finetuned-squadv1.csv,0.04,-0.041542888853248305
1,mrm8488_bert-mini-finetuned-squadv2.csv,-0.01,-0.021585731240007927
1,madlag_bert-base-uncased-squadv1-x2.01-f89.2-d30-hybrid-rewind-opt-v1.csv,0.11,0.07509993452297282
1,Adel-Elwan_msmarco-bert-base-dot-v5-fine-tuned-AI.csv,-0.09,-0.009909644504753411
1,deutsche-telekom_bert-multi-english-german-squad2.csv,0.01,0.03443600633936935
1,DracolIA_BERT-Context-based-QA.csv,-0.05,0.1209652559251147
1,JAlexis_bert_v2.csv,-0.11,0.08483581051227385
1,96harsh56_bert_test1.csv,-0.05,0.20442696680576292
1,VMware_bert-large-mrqa.csv,-0.03,0.05081803281599408
1,rubentito_bert-large-mpdocvqa.csv,0.06,0.0008707909202385136
1,madlag_bert-base-uncased-squad1.1-block-sparse-0.13-v1.csv,0.0,-0.008693842580827683
1,madlag_bert-base-uncased-squad1.1-block-sparse-0.32-v1.csv,-0.12,0.0049776429178018475
1,VMware_bert-tiny-mrqa.csv,0.1,0.06882965311602328
2,philsupertramp_bert-finetuned-squad-test.csv,0.05,0.0028489825701458428
2,madlag_bert-large-uncased-wwm-squadv2-x2.63-f82.6-d16-hybrid-v1.csv,0.14,-0.000654006144341699
2,Eladio_bert-base-cased-squad2-finetuned-emrqa-msquad.csv,0.2,0.0019644370862168625
2,VMware_bert-base-mrqa.csv,0.33,0.003338646924604929
2,mirbostani_bert-base-uncased-finetuned-newsqa.csv,-0.02,-0.00017399391855449147
2,JAlexis_bert003.csv,-0.03,0.0023134821664273766
2,andi611_bert-large-uncased-whole-word-masking-squad2-with-ner-mit-movie-with-neg-with-repeat.csv,-0.04,0.0026408647880416234
2,madlag_bert-base-uncased-squadv1-x1.84-f88.7-d36-hybrid-filled-v1.csv,0.06,0.006803492426724945
2,neuralmagic_bert-large-uncased-finetuned-squadv1.csv,0.04,0.00038523718647593807
2,madlag_bert-base-uncased-squad1.1-block-sparse-0.13-v1.csv,0.0,0.003282778252629341
2,google-bert_bert-large-cased-whole-word-masking-finetuned-squad.csv,0.0,0.00522876563168061
2,lauraparra28_bert-base-cased-finetuned-squad-bs_16.csv,-0.09,0.0013822072817050975
2,andi611_bert-large-uncased-whole-word-masking-squad2-with-ner-Pistherea-conll2003-with-neg-with-repeat.csv,0.4,0.0005320148372343963
2,madlag_bert-base-uncased-squadv1-x1.96-f88.3-d27-hybrid-filled-opt-v1.csv,-0.07,0.0026445213022718854
2,madlag_bert-base-uncased-squadv1-x2.44-f87.7-d26-hybrid-filled-v1.csv,0.15,0.005505380428953167
3,JAlexis_bert003.csv,-0.03,0.003139597133775725
3,deepset_bert-large-uncased-whole-word-masking-squad2.csv,-0.03,0.0020127194346685326
3,rubentito_bert-large-mpdocvqa.csv,0.06,0.002062967475337874
3,VenkatManda_bert-tiny-squadV2.csv,-0.06,0.005502144610074538
3,madlag_bert-base-uncased-squadv1-x1.96-f88.3-d27-hybrid-filled-opt-v1.csv,-0.07,0.0030950434545433296
3,VMware_minilmv2-l6-h384-from-bert-large-mrqa.csv,-0.12,0.002263392034630306
3,96harsh56_bert_test1.csv,-0.05,0.009689758420014034
3,DunnBC22_bert-base-uncased-QnA-MLQA_Dataset.csv,0.47,0.009119356507995498
3,DunnBC22_bert-base-uncased-Q_and_A-Answer_Prediction_Dataset.csv,-0.11,0.006722068224154482
3,madlag_bert-base-uncased-squadv1-x1.84-f88.7-d36-hybrid-filled-v1.csv,0.06,0.007873855495730232
3,IProject-10_bert-base-uncased-finetuned-squad2.csv,-0.05,0.0005764630079900989
3,zelcakok_bert-base-squad2-uncased.csv,-0.05,0.0034104863306853553
3,google-bert_bert-large-uncased-whole-word-masking-finetuned-squad.csv,-0.04,0.006927959682122208
3,DunnBC22_bert-base-uncased-Vitamin_C_Fact_Verification.csv,-0.02,0.0038557090721055834
3,deepset_bert-medium-squad2-distilled.csv,0.02,0.0007293258260730202
4,JAlexis_bert_v2.csv,-0.11,0.04280260798575475
4,deepset_bert-base-uncased-squad2.csv,-0.01,-0.03601748060652047
4,andi611_bert-large-uncased-whole-word-masking-squad2-with-ner-Pwhatisthe-conll2003-with-neg-with-repeat.csv,-0.03,0.01407587789993546
4,madlag_bert-base-uncased-squadv1-x1.96-f88.3-d27-hybrid-filled-opt-v1.csv,-0.07,0.017163268269808213
4,mrm8488_bert-tiny-finetuned-squadv2.csv,0.04,-0.05288170031581072
4,mrm8488_bert-medium-finetuned-squadv2.csv,-0.02,-0.029274426577457657
4,madlag_bert-base-uncased-squad1.1-block-sparse-0.13-v1.csv,0.0,-0.02348725883029562
4,neuralmagic_bert-large-uncased-finetuned-squadv1.csv,0.04,-0.03327176597446335
4,mirbostani_bert-base-uncased-finetuned-newsqa.csv,-0.02,-0.014856594278690943
4,philsupertramp_bert-finetuned-squad-test.csv,0.05,0.002863272751482543
4,VMware_minilmv2-l6-h384-from-bert-large-mrqa.csv,-0.12,-0.030357089529514825
4,DracolIA_BERT-Context-based-QA.csv,-0.05,0.06160828304893906
4,batterydata_bert-base-uncased-squad-v1.csv,-0.06,-0.03532439237826385
4,Sarmila_pubmed-bert-squad-covidqa.csv,0.68,0.056337629784518506
4,phiyodr_bert-large-finetuned-squad2.csv,-0.05,0.009731213538809999
5,DunnBC22_bert-base-uncased-e_CARE.csv,0.03,0.0014262642464277912
5,96harsh56_bert_test2.csv,0.68,0.002062287332336956
5,philsupertramp_bert-finetuned-squad-test.csv,0.05,0.0008248546648074585
5,Intel_bert-base-uncased-squadv1.1-sparse-80-1x4-block-pruneofa.csv,-0.09,0.0016232363330242231
