,google-bert_bert-large-uncased-whole-word-masking-finetuned-squad.csv,deepset_bert-large-uncased-whole-word-masking-squad2.csv,google-bert_bert-large-cased-whole-word-masking-finetuned-squad.csv,csarron_bert-base-uncased-squad-v1.csv,phiyodr_bert-large-finetuned-squad2.csv,deepset_bert-base-cased-squad2.csv,deepset_bert-base-uncased-squad2.csv,deutsche-telekom_bert-multi-english-german-squad2.csv,mrm8488_bert-tiny-finetuned-squadv2.csv,mrm8488_bert-tiny-5-finetuned-squadv2.csv,deepset_bert-medium-squad2-distilled.csv,ashaduzzaman_bert-finetuned-squad.csv,mrm8488_bert-small-finetuned-squadv2.csv,mrm8488_bert-medium-finetuned-squadv2.csv,madlag_bert-base-uncased-squad1.1-block-sparse-0.07-v1.csv,phiyodr_bert-base-finetuned-squad2.csv,batterydata_bert-base-uncased-squad-v1.csv,nikotang_bert-large-cuad.csv,Intel_bert-large-uncased-squadv1.1-sparse-90-unstructured.csv,batterydata_bert-base-cased-squad-v1.csv,Intel_bert-base-uncased-squadv1.1-sparse-80-1x4-block-pruneofa.csv,madlag_bert-large-uncased-wwm-squadv2-x2.15-f83.2-d25-hybrid-v1.csv,mrm8488_bert-mini-finetuned-squadv2.csv,IProject-10_bert-base-uncased-finetuned-squad2.csv,Intel_bert-large-uncased-squadv1.1-sparse-80-1x4-block-pruneofa.csv,rubentito_bert-large-mpdocvqa.csv,madlag_bert-large-uncased-wwm-squadv2-x2.63-f82.6-d16-hybrid-v1.csv,mirbostani_bert-base-uncased-finetuned-newsqa.csv,DunnBC22_bert-base-uncased-e_CARE.csv,JAlexis_Bertv1_fine.csv,madlag_bert-base-uncased-squadv1-x2.01-f89.2-d30-hybrid-rewind-opt-v1.csv,madlag_bert-base-uncased-squad1.1-block-sparse-0.13-v1.csv,madlag_bert-base-uncased-squad1.1-block-sparse-0.20-v1.csv,madlag_bert-base-uncased-squadv1-x1.16-f88.1-d8-unstruct-v1.csv,madlag_bert-base-uncased-squadv1-x1.96-f88.3-d27-hybrid-filled-opt-v1.csv,madlag_bert-base-uncased-squadv1-x1.84-f88.7-d36-hybrid-filled-v1.csv,VMware_bert-tiny-mrqa.csv,lauraparra28_bert-base-cased-finetuned-squad-bs_16.csv,madlag_bert-base-uncased-squadv1-x2.32-f86.6-d15-hybrid-v1.csv,z-uo_bert-qasper.csv,andi611_bert-large-uncased-whole-word-masking-squad2-with-ner-conll2003-with-neg-with-repeat.csv,JAlexis_bert_v2.csv,madlag_bert-base-uncased-squad1.1-block-sparse-0.32-v1.csv,madlag_bert-base-uncased-squadv1-x2.44-f87.7-d26-hybrid-filled-v1.csv,DunnBC22_bert-base-uncased-Vitamin_C_Fact_Verification.csv,DunnBC22_bert-base-uncased-QnA-MLQA_Dataset.csv,andi611_bert-large-uncased-whole-word-masking-squad2-with-ner-Pwhatisthe-conll2003-with-neg-with-repeat.csv,madlag_bert-base-uncased-squad-v1-sparse0.25.csv,neuralmagic_bert-large-uncased-finetuned-squadv1.csv,andi611_bert-large-uncased-whole-word-masking-squad2-with-ner-mit-movie-with-neg-with-repeat.csv,andi611_bert-large-uncased-whole-word-masking-squad2-with-ner-mit-restaurant-with-neg-with-repeat.csv,Adel-Elwan_msmarco-bert-base-dot-v5-fine-tuned-AI.csv,VMware_minilmv2-l6-h768-from-bert-large-mrqa.csv,andi611_bert-large-uncased-whole-word-masking-squad2-with-ner-Pistherea-conll2003-with-neg-with-repeat.csv,VMware_bert-base-mrqa.csv,mirbostani_bert-base-uncased-finetuned-triviaqa.csv,VMware_bert-large-mrqa.csv,DunnBC22_bert-base-uncased-Q_and_A-Answer_Prediction_Dataset.csv,rein5_bert-base-uncased-finetuned-spoken-squad.csv,DracolIA_BERT-Context-based-QA.csv,VMware_minilmv2-l6-h384-from-bert-large-mrqa.csv,JAlexis_bert003.csv,zelcakok_bert-base-squad2-uncased.csv,Francesco-A_bert-finetuned-squad-v1.csv,VenkatManda_bert-tiny-squadV2.csv,philsupertramp_bert-finetuned-squad-test.csv,DunnBC22_bert-base-uncased-Figurative_Language.csv,Eladio_bert-base-cased-squad2-finetuned-emrqa-msquad.csv,96harsh56_bert_test1.csv,96harsh56_bert_test2.csv,Sarmila_pubmed-bert-squad-covidqa.csv
google-bert_bert-large-uncased-whole-word-masking-finetuned-squad.csv,1.0,0.23528577709933007,0.34807453128711546,0.588311433640011,0.09484981072701786,0.36723422289988855,0.19520803677226742,0.14103403863727418,0.10722516557181046,0.1753333297010495,0.04071935343987813,0.43257225885692385,0.5543575007760703,0.305983635885677,0.13648960807134872,0.32448302151884556,0.5299208734470319,0.04495631895140335,0.4656150208404316,0.14737709518767095,0.26527720066336624,0.10850393897584538,0.14974112809135212,0.10879844556156988,0.2844236510747524,0.18050522416210502,0.05917416673103232,0.09403340643251477,0.21996295988693834,0.36466213733404834,0.04561203029428562,0.1409348963431361,0.10219075075012937,0.022772221234940382,0.022003963344751496,0.2954625008690269,0.5513658155528155,0.3306573521321141,0.09687998247730144,0.5134642657319773,0.1458444163436136,0.33498938622736824,0.27859495400592266,0.3433460272048074,0.5540998880421051,0.6307693770320364,0.07042882693982945,0.23673706529032873,0.36504605423969466,0.1999418547693651,0.20556931387662702,0.5204564080836449,0.443312314157953,0.1027129890424239,0.3549236105503434,0.28121219805764525,0.2554109357384671,0.5902613893168248,0.3165839007994754,0.6291831338029202,0.39345517335348007,0.21026868353858574,0.25428681221592103,0.3664071720435044,0.2975992884340635,0.39839985652384885,0.271335092281835,0.23754324954604145,0.5817769821445673,0.6010500231959193,0.4870252763757288
deepset_bert-large-uncased-whole-word-masking-squad2.csv,0.23528577709933007,1.0,0.32349521643077117,0.2277712989740464,0.3110810831189045,0.3621615179576746,0.21286879992563626,0.1543969350762366,0.22160668069530493,0.18086748920718815,0.20712561032126445,0.2072839587355781,0.3180225958275705,0.2507633853624119,0.16353214759195836,0.2108798199982784,0.20288982084474444,0.08915650344116868,0.15532822717587616,0.22366165643379163,0.14720518052821988,0.21591983694664035,0.23321992386949808,0.22794779080212066,0.144345226136131,0.13255160392757462,0.17601458363753508,0.1529400589569389,0.191020895305019,0.27335398708626235,0.06771603276294719,0.20564709356298727,0.2009510273327255,0.07734662425048318,0.04473843804816209,0.1983181647036306,0.17934985179419502,0.1850657583735042,0.2069337462559224,0.22114049411414638,0.4508160219832059,0.30643014506659216,0.16032421771761843,0.14461626144582354,0.29351257670168246,0.2850443034259722,0.38202242954284543,0.18747992589678653,0.14309536240289264,0.3530936856764461,0.2898640523810434,0.16396825268959564,0.1699844915510204,0.41952206518274227,0.14036028401005834,0.09222286873455314,0.11805641611314723,0.25880068366493847,0.31073098471594723,0.2814705491710071,0.19689245739260955,0.32761268260128884,0.30189665734817683,0.1501771688244635,0.18444807680980674,0.19645691524031164,0.29859676236760313,0.1997404183783927,0.2783771209148845,0.2957379700725748,0.24985017019824865
google-bert_bert-large-cased-whole-word-masking-finetuned-squad.csv,0.34807453128711546,0.32349521643077117,1.0,0.4005778786636211,0.1884597497185897,0.46701730222954496,0.167558371219324,0.15456473767927373,0.166806671559095,0.26736791044990005,0.06418917320105683,0.23805825602139916,0.42933812227193496,0.2988224638663477,0.15314666539059538,0.26059464831714707,0.33199087473981775,0.05724264333716851,0.24201800054496964,0.3341344132849818,0.274068489039466,0.22613271367915716,0.24916945088793094,0.10417637275879868,0.19767143101643317,0.11991714663118402,0.14899061052480816,0.24409147045368623,0.24747013158598719,0.4691877068680185,0.02869741302748385,0.20282417759002652,0.16025982305936526,0.3073994038193102,0.062227152153191786,0.30985540458747624,0.3302374441743896,0.26640511089852137,0.15564712091919045,0.35528823670037935,0.47306576469590633,0.521579689388114,0.22710274111252662,0.2022579899476836,0.3993276847317528,0.4339713353666008,0.30484669540417947,0.20590838668197264,0.20385156680847105,0.3564278497614827,0.2692549179761625,0.22954609871304762,0.2585985514147543,0.423750744910634,0.15698061383526618,0.10560307420862838,0.13889542442261768,0.3999041497761204,0.287577493441426,0.3800965810994384,0.24560772968200126,0.5728732741119378,0.3237959288136669,0.33998794117486597,0.18820579346529545,0.16527152615321797,0.2139942239253911,0.2662678588775243,0.4545437367107309,0.4515828494621279,0.32447659720255384
csarron_bert-base-uncased-squad-v1.csv,0.588311433640011,0.2277712989740464,0.4005778786636211,1.0,0.08815310319877454,0.5912747596567166,0.11596434232207867,0.149608937221074,0.058461355671775926,0.07523796934836866,0.03520774728390984,0.48176648427689156,0.672952436252321,0.38245395969506624,0.11259926198396514,0.4669094214806227,0.797149459224026,0.034322469519969014,0.4217614681101337,0.10452319074449275,0.655570190237007,0.10191926521559606,0.13370506947182254,0.12272015095557837,0.3309155710380443,0.21476449832940625,0.04180146732422534,0.10064767411363434,0.23517931356235422,0.4511545094385431,0.008265511234368377,0.10012051846925003,0.07350062962365,0.025946477404388178,0.002936691571328323,0.5243799348784564,0.6050756181494599,0.45218822696356276,0.1531112077744365,0.8318101794759689,0.14477468297288065,0.46827951170664545,0.32023015990800446,0.36793964989746414,0.6187218399551,0.8323017574104056,0.07864848851163928,0.22634086230878997,0.46959975926130393,0.28773902076436053,0.2081871496196942,0.5214839496542887,0.5977073218379882,0.08555758361666753,0.45888960186689964,0.28458546365885945,0.2879461952627008,0.8247830662839152,0.3241449754306111,0.8177675830122016,0.5368132518428423,0.27117786452304066,0.31842084336652243,0.4457865709977157,0.28580204851864716,0.3877512812661477,0.30935839319785635,0.2866826023974157,0.758682047470422,0.7710759350197355,0.7853979350065855
phiyodr_bert-large-finetuned-squad2.csv,0.09484981072701786,0.3110810831189045,0.1884597497185897,0.08815310319877454,1.0,0.27101890463883793,0.24333724573793308,0.05847015004557031,0.2332936335498104,0.07586180290381496,0.12008134883123539,0.10698130366389523,0.2338412661606979,0.19292098560347118,0.15743254333511578,0.09159259547512998,0.06934497511097447,0.024850780331744926,0.08248607940145349,0.1586422654105755,0.06868558562830752,0.1847960757904391,0.25768546154907085,0.19020934872846904,0.06059295395298764,0.036596046447052895,0.3166022473546924,0.04429599119060416,0.13324621077292836,0.14161760989252023,0.017031657074340817,0.24819431613766818,0.26776236084076893,0.10291511996519212,0.11868005444140467,0.050273121443486966,0.09311360274343558,0.10826415479689445,0.03935007973420027,0.07956532697357323,0.49273816726860475,0.15714495313547072,0.11108608515819057,0.06346724119595397,0.17347031010429992,0.13580879384256409,0.42413557254565787,0.08044201588059471,0.07356519526860705,0.2750676095857561,0.21040450847212142,0.07424371411968467,0.11224328451006076,0.39193631532592893,0.08159678264196198,0.03288590235499528,0.04974732670025388,0.11081495856152776,0.219702605332143,0.11562337210248672,0.07712295067243809,0.19275077890102124,0.4645169930842447,0.10674354638987095,0.12269472679649292,0.08003238594683511,0.07779962664021482,0.113377352461535,0.14865910063702473,0.15098245217766482,0.09462757111392431
deepset_bert-base-cased-squad2.csv,0.36723422289988855,0.3621615179576746,0.46701730222954496,0.5912747596567166,0.27101890463883793,1.0,0.2303208126261385,0.17313533189263974,0.19631892534242623,0.19355389152301472,0.0507609784014723,0.3854654813949146,0.5468369499446409,0.3392643765315396,0.11498489361213596,0.2637438666459772,0.47071096377203253,0.032525677722625226,0.3425124810984641,0.3111972131250764,0.384470671070899,0.1477281965524013,0.23062715820485158,0.09552859843515508,0.2856125699717507,0.20363981502166822,0.16287658783999934,0.08724789463383031,0.271136533762464,0.633363182723692,0.019880891942147566,0.16997910458677054,0.12400645902333314,0.16044273896171507,0.05353189872503781,0.36844090742424024,0.39536957695059016,0.36540113963987714,0.14290922524050464,0.4872626472143646,0.40319172962626526,0.7200782028310727,0.2027912555194341,0.22641326091565256,0.540762206338007,0.594745483700531,0.3510050702142092,0.1726131012698192,0.25943113042295907,0.3768498278301828,0.2768249536152522,0.32297836483867287,0.5087844557362768,0.3675184607412897,0.24477139430409903,0.1413074420800115,0.2167193063272302,0.5416509830564619,0.3802143652103921,0.5048352853378004,0.4058635048199696,0.6203360103109793,0.4574953505840639,0.2772092464911314,0.17355705064952814,0.2735998467245314,0.3145952117761299,0.3554312004627732,0.6173557811384497,0.6212240023185851,0.5591731307354821
deepset_bert-base-uncased-squad2.csv,0.19520803677226742,0.21286879992563626,0.167558371219324,0.11596434232207867,0.24333724573793308,0.2303208126261385,1.0,0.10885082622281358,0.17671248529999128,0.1896401124357071,0.1590689826374653,0.28849942940464746,0.1634726775149161,0.09400099081795131,0.1323271135035309,0.2619325081327935,0.13945588271307624,0.029965869692321907,0.21088978497141064,0.09520226077468846,0.05457966679375271,0.07718330340296965,0.16796373930078615,0.4006350994344102,0.09085610087474365,0.050592544364046414,0.14816088489171966,0.038090921134829044,0.058849178528132005,0.09581672717212296,0.010809980472606374,0.23101790410289266,0.14047349391152247,0.08376986851457398,0.06169109365336913,0.06203498255246818,0.18123251674696028,0.2515890042063226,0.06669721611183405,0.09766870737862143,0.1577490012516667,0.09396230748038832,0.21466022295074613,0.17756318709687352,0.140172455037454,0.17078953913144346,0.10351591690778197,0.10143409067485003,0.10982171072004084,0.0926463178923301,0.07156946025741721,0.19976417267322322,0.23311991839735413,0.09997599762437653,0.07031438606554262,0.048352282750426426,0.09010558244447799,0.11260345226343942,0.22699815759186778,0.11910700857584718,0.21488796511439662,0.19112432030060097,0.14066006825130936,0.2419132662118509,0.19318994857334576,0.2729769103607594,0.1395901142403763,0.2107186915730789,0.17019806078399524,0.18325656307795507,0.14269816464111426
deutsche-telekom_bert-multi-english-german-squad2.csv,0.14103403863727418,0.1543969350762366,0.15456473767927373,0.149608937221074,0.05847015004557031,0.17313533189263974,0.10885082622281358,1.0,0.13338134200960347,0.12666751224999298,0.10618201052652759,0.12991071427820985,0.15322131232090336,0.08559382241952455,0.060633116152654334,0.09653796244893362,0.12251396215581628,0.06708639765780904,0.1367340749769782,0.133876104935306,0.09985917482447577,0.05966175097445389,0.08004424085286183,0.10231068925999556,0.2120230531391991,0.10898666484385108,0.11572958020488966,0.07923876997720485,0.09919719882603983,0.09180735176641858,0.015782587624194586,0.06032483335246611,0.04293903817616587,0.03789052894313928,0.04182030830352825,0.0851908983403066,0.15673578706075103,0.09730442525352041,0.06382303300370805,0.11272189669935742,0.08008539236903031,0.09021465301372374,0.1456273345689335,0.10974768025497073,0.1709828114979164,0.1749727752691951,0.06243211099537693,0.1067565698841289,0.1052118992105698,0.10439272078183674,0.0888362262013177,0.18796759721231007,0.18831186116010232,0.09963929044101412,0.07606045683038704,0.06375374911016002,0.106952451254687,0.14320462991818908,0.13591552756752864,0.1363985179780512,0.15088029591911975,0.09187882351933642,0.0967680253391464,0.08769416075560871,0.11188154843992408,0.10272623476110923,0.1683961961091326,0.11208283848247325,0.16924020119772154,0.1605106045268557,0.15284537934403616
mrm8488_bert-tiny-finetuned-squadv2.csv,0.10722516557181046,0.22160668069530493,0.166806671559095,0.058461355671775926,0.2332936335498104,0.19631892534242623,0.17671248529999128,0.13338134200960347,1.0,0.1611091890614327,0.028102191160593166,0.14534394835718067,0.2159781295761203,0.11076790806076327,0.40560783185872973,0.07741268965972908,0.0678604988436599,0.052012769796846825,0.07734698587861343,0.040213669895029794,0.06600974654020661,0.09513264752126012,0.543616586360905,0.1065520937475644,0.11078474181364574,0.081371679513758,0.15224698929966177,0.06390207527884585,0.13118473560511984,0.09729192974251855,0.08546099632515525,0.39522748069335517,0.38439934394296005,0.154120761213086,0.33865304175197564,0.084340214229197,0.2486362762481259,0.08935509611903626,0.14151811938364933,0.07108599490616045,0.13887197014734748,0.121495575381303,0.15311046799935366,0.07677997485593972,0.05172459177353739,0.056454288149365456,0.2652688754994757,0.28364434244191994,0.06862556871554523,0.09073701264484735,0.06046352011271071,0.1366075490047939,0.05856501969859722,0.2951068228628708,0.06173641688416204,0.12046693136138079,0.11129581989622035,0.08287667397628097,0.2270094811905658,0.08712548050294155,0.07145448581835853,0.1820304791565752,0.17619372335200018,0.0957473554947858,0.5296483152381448,0.15401311642812035,0.09103618746700795,0.08778967357675546,0.08277360935684908,0.0874162220379068,0.10471201520794204
mrm8488_bert-tiny-5-finetuned-squadv2.csv,0.1753333297010495,0.18086748920718815,0.26736791044990005,0.07523796934836866,0.07586180290381496,0.19355389152301472,0.1896401124357071,0.12666751224999298,0.1611091890614327,1.0,0.044394179890438555,0.1687484086447947,0.1764984248999857,0.10114551938378712,0.13355007217950343,0.07833276440300554,0.09497607421002695,0.05171781030467512,0.1815334270266165,0.2997143192848779,0.054571086054478864,0.050085820500110116,0.2824178337627166,0.10492764980543351,0.07911229086441283,0.0753739147681588,0.11571628278257498,0.0803906095976157,0.078629905224138,0.1480916179100502,0.009595340056158757,0.22963096623314605,0.12926464277755279,0.12814733669532974,0.09589286171719086,0.06772627710825845,0.1714368239895763,0.15598709228145208,0.038911076310792006,0.09252729334955867,0.19013619764739012,0.1747198493386353,0.144266669940892,0.0681844579453411,0.11255525382614132,0.08509821097252665,0.12522125222106786,0.16370937462953264,0.05395646047754431,0.1100386950437647,0.1096609243588696,0.21922590456194604,0.10066158697098522,0.18297909665315829,0.06065492317093082,0.14154208066407312,0.07116003049795612,0.10173027729801658,0.22543998293833847,0.11828928173517562,0.11039563309950157,0.27687380945949663,0.09439722382909292,0.21312470453863616,0.13247810811773586,0.11622554523648819,0.14157442419278607,0.1255558072395379,0.1335061035524391,0.13556045367513517,0.0929964034762954
