Split,Model Name,True Value,Predicted Value
1,madlag_bert-large-uncased-wwm-squadv2-x2.63-f82.6-d16-hybrid-v1.csv,0.78,0.501947288213529
1,mirbostani_bert-base-uncased-finetuned-newsqa.csv,0.89,0.44878027654622654
1,neuralmagic_bert-large-uncased-finetuned-squadv1.csv,0.9,0.21573195951926938
1,mrm8488_bert-mini-finetuned-squadv2.csv,0.9,0.49525776905702085
1,madlag_bert-base-uncased-squadv1-x2.01-f89.2-d30-hybrid-rewind-opt-v1.csv,0.8,0.3931031698641631
1,Adel-Elwan_msmarco-bert-base-dot-v5-fine-tuned-AI.csv,0.81,0.5542067441980829
1,deutsche-telekom_bert-multi-english-german-squad2.csv,0.97,0.5310234785476238
1,DracolIA_BERT-Context-based-QA.csv,0.87,0.747378374937698
1,madlag_bert-base-uncased-squadv1-x1.96-f88.3-d27-hybrid-filled-opt-v1.csv,0.82,0.6422843494845911
1,Sarmila_pubmed-bert-squad-covidqa.csv,0.83,0.6998492635322868
1,VMware_bert-large-mrqa.csv,0.89,0.6631873891015063
1,DunnBC22_bert-base-uncased-e_CARE.csv,0.1,0.49435744808163595
1,madlag_bert-base-uncased-squad1.1-block-sparse-0.13-v1.csv,0.81,0.6090951125735993
1,madlag_bert-base-uncased-squad1.1-block-sparse-0.32-v1.csv,0.83,0.6758492654238455
1,madlag_bert-base-uncased-squadv1-x1.16-f88.1-d8-unstruct-v1.csv,0.75,0.19571477934753362
2,philsupertramp_bert-finetuned-squad-test.csv,0.47,0.7843265771317514
2,madlag_bert-large-uncased-wwm-squadv2-x2.63-f82.6-d16-hybrid-v1.csv,0.78,0.46642985374066903
2,Eladio_bert-base-cased-squad2-finetuned-emrqa-msquad.csv,0.84,0.9312036919078777
2,VMware_bert-base-mrqa.csv,0.75,0.6369679761651279
2,mirbostani_bert-base-uncased-finetuned-newsqa.csv,0.89,0.4722695459668904
2,JAlexis_bert003.csv,0.84,0.7664458072867868
2,andi611_bert-large-uncased-whole-word-masking-squad2-with-ner-mit-movie-with-neg-with-repeat.csv,0.85,0.5679289102192694
2,VMware_bert-tiny-mrqa.csv,0.37,0.8551729175726118
2,neuralmagic_bert-large-uncased-finetuned-squadv1.csv,0.9,0.2719248672312304
2,madlag_bert-base-uncased-squad1.1-block-sparse-0.13-v1.csv,0.81,0.8098164589840935
2,google-bert_bert-large-cased-whole-word-masking-finetuned-squad.csv,0.89,0.4821330318892588
2,z-uo_bert-qasper.csv,0.84,0.7467692671513213
2,andi611_bert-large-uncased-whole-word-masking-squad2-with-ner-Pistherea-conll2003-with-neg-with-repeat.csv,0.88,0.6709944806470202
2,madlag_bert-base-uncased-squadv1-x1.84-f88.7-d36-hybrid-filled-v1.csv,0.82,0.8486400744166175
2,madlag_bert-base-uncased-squadv1-x2.44-f87.7-d26-hybrid-filled-v1.csv,0.21,0.8965992441657213
3,JAlexis_bert003.csv,0.84,0.7518206510061876
3,deepset_bert-large-uncased-whole-word-masking-squad2.csv,0.9,0.9478965946138908
3,DunnBC22_bert-base-uncased-e_CARE.csv,0.1,0.5539570002487385
3,VenkatManda_bert-tiny-squadV2.csv,0.85,0.7502483155449843
3,madlag_bert-base-uncased-squadv1-x1.84-f88.7-d36-hybrid-filled-v1.csv,0.82,0.6345022067124781
3,VMware_minilmv2-l6-h384-from-bert-large-mrqa.csv,0.76,0.5554391423680529
3,Sarmila_pubmed-bert-squad-covidqa.csv,0.83,0.7890186947439373
3,DunnBC22_bert-base-uncased-QnA-MLQA_Dataset.csv,0.9,0.8171184422863749
3,DunnBC22_bert-base-uncased-Q_and_A-Answer_Prediction_Dataset.csv,0.78,0.6853548978488141
3,VMware_bert-tiny-mrqa.csv,0.37,0.8752670367460402
3,IProject-10_bert-base-uncased-finetuned-squad2.csv,0.88,0.7718837569043582
3,zelcakok_bert-base-squad2-uncased.csv,0.85,0.6280719165882723
3,google-bert_bert-large-uncased-whole-word-masking-finetuned-squad.csv,0.89,1.1430123907603222
3,DunnBC22_bert-base-uncased-Vitamin_C_Fact_Verification.csv,0.78,0.6768895331143792
3,deepset_bert-medium-squad2-distilled.csv,0.89,0.5907097471228326
4,madlag_bert-base-uncased-squadv1-x1.96-f88.3-d27-hybrid-filled-opt-v1.csv,0.82,0.4533918507612288
4,deepset_bert-base-uncased-squad2.csv,0.9,0.6205770109011879
4,andi611_bert-large-uncased-whole-word-masking-squad2-with-ner-Pwhatisthe-conll2003-with-neg-with-repeat.csv,0.82,0.8188641531371927
4,madlag_bert-base-uncased-squadv1-x1.84-f88.7-d36-hybrid-filled-v1.csv,0.82,0.42514099740132305
4,mrm8488_bert-tiny-finetuned-squadv2.csv,0.44,0.9739512437928534
4,mrm8488_bert-medium-finetuned-squadv2.csv,0.82,0.5312076263862207
4,madlag_bert-base-uncased-squad1.1-block-sparse-0.13-v1.csv,0.81,0.684332974871103
4,neuralmagic_bert-large-uncased-finetuned-squadv1.csv,0.9,0.2043983079797081
4,mirbostani_bert-base-uncased-finetuned-newsqa.csv,0.89,0.40819117830104856
4,philsupertramp_bert-finetuned-squad-test.csv,0.47,0.77615019187454
4,VMware_minilmv2-l6-h384-from-bert-large-mrqa.csv,0.76,0.515807509080938
4,DracolIA_BERT-Context-based-QA.csv,0.87,0.704296303618013
4,batterydata_bert-base-uncased-squad-v1.csv,0.83,0.7042951445091842
4,96harsh56_bert_test2.csv,0.84,0.7908610448065325
4,phiyodr_bert-large-finetuned-squad2.csv,0.85,0.4142963720940276
5,JAlexis_Bertv1_fine.csv,0.85,0.667364810107406
5,96harsh56_bert_test1.csv,0.83,0.8475900170500323
5,philsupertramp_bert-finetuned-squad-test.csv,0.47,0.7048249561348601
5,Intel_bert-base-uncased-squadv1.1-sparse-80-1x4-block-pruneofa.csv,0.88,0.8013849363880903
5,madlag_bert-large-uncased-wwm-squadv2-x2.63-f82.6-d16-hybrid-v1.csv,0.78,0.449157099959023
5,phiyodr_bert-large-finetuned-squad2.csv,0.85,0.421342151965696
5,batterydata_bert-base-cased-squad-v1.csv,0.81,0.5473152167258206
5,madlag_bert-base-uncased-squadv1-x1.84-f88.7-d36-hybrid-filled-v1.csv,0.82,0.7980431621093691
